Customer_ID,Peak_mins,OffPeak_mins,Weekend_mins,International_mins,Total_mins,Average_mins
K253710,751.200001,132.900001,97.799999,104.307284,981.900001,2.383252
K253770,840,82.500001,34.5,280.737414,957.000001,2.184932
K254080,922.8,41.7,30.6,74.191161,995.1,2.182237
K254360,780.6,81.900001,91.200001,89.161416,953.700002,2.292548
K254390,857.4,95.1,34.800001,99.24313,987.300001,1.939686
K254570,777.599999,209.699998,12,134.878645,999.299997,1.632843
K254580,840,86.4,24,262.156037,950.4,1.709353
K254730,900,14.099999,64,295.063399,978.099999,2.339952
K254930,736.800001,170.1,90.499999,75.075831,997.4,2.499749
K254940,712.800001,189,81.600001,32.207574,983.400002,2.096802
K255000,761.399999,184.500001,18.600001,18.154689,964.500001,2.701681
K255010,907.800001,24.9,22.199999,272.54298,954.9,2.512895
K255020,744.6,208.2,31.500001,2.438599,984.300001,2.116774
K255080,715.2,210.299999,37.500001,95.597792,963,1.973361
K255200,752.4,206.4,30,178.303393,988.8,1.905202
K255240,803.399999,166.5,15.6,244.424872,985.499999,2.28125
K255330,798.600001,153.9,17.399999,184.468255,969.9,2.545669
K255370,723.600001,223.8,13.2,91.538197,960.600001,2.955692
K255520,942,29.1,7.2,174.626688,978.3,2.811207
K255530,729,223.2,39,326.367279,991.2,2.848276
K255600,707.4,208.5,74,173.198383,989.9,2.598163
K255740,891.6,76.799999,7.2,281.437986,975.599999,1.806667
K255750,827.399999,69.9,91.8,29.545314,989.099999,2.117987
K256100,787.199999,91.800001,97.199999,281.699274,976.199999,3.221782
K256180,735.6,228,28.8,140.463655,992.4,3.744906
K256200,667.8,309.6,15,254.071907,992.4,6.321019
K256240,770.399999,148.500001,36,313.357421,954.9,7.518898
K256730,678.6,289.800001,25.800001,138.295352,994.200002,2.589063
K256750,725.399999,171.600001,98.399999,2.76684,995.399999,6.680537
K256760,732.6,240.300001,5,32.362258,977.900001,7.464886
K256780,828,116.4,30,263.202191,974.4,9.647525
K256840,907.8,72.299999,7.5,243.43389,987.599999,2.766387
K256870,868.800001,119.4,11,228.55202,999.200001,3.887938
K257090,855,90,21.600001,44.877165,966.600001,10.506522
K257210,691.8,277.5,18,74.295628,987.3,4.769565
K257290,741.600001,204.3,52.8,70.597284,998.700001,7.082979
K257300,861,46.500001,35.4,58.51453,942.900001,8.98
K257470,893.4,36.3,5,269.431919,934.7,3.126087
K257510,856.8,137.100001,5.4,174.782501,999.300001,3.903516
K257570,945,10.2,25.499999,71.033483,980.699999,3.123248
K257720,819.6,74.1,87.6,170.181275,981.3,4.021721
K257730,663.599999,218.7,105,34.284171,987.299999,10.178351
K257750,699.599999,267,6,29.512845,972.599999,4.987692
K257780,733.8,204.300001,33.5,78.153424,971.600001,6.609524
K257910,754.2,196.500001,26.4,226.655769,977.100001,4.004508
K258240,844.199999,44.7,81.599999,308.692264,970.499998,3.581181
K258370,841.199999,73.800001,24.599999,100.835737,939.599999,14.236364
K258390,765.599999,157.500001,27.599999,183.908597,950.699999,8.885047
K258440,915.6,39.3,22.799999,303.715679,977.699999,20.36875
K258470,810.600001,47.4,77.399999,5.501581,935.4,31.18
K258560,342,145.2,3,120.222467,490.2,2.539896
K258600,313.799999,166.5,19.200001,150.588722,499.5,3.375
K258870,377.400001,78.899999,16,103.393873,472.3,2.137104
K258940,392.399999,65.1,39,144.438817,496.499999,2.869942
K258950,370.8,39.899999,85.8,137.473391,496.499999,2.69837
K258980,305.399999,144.3,46.199999,50.092454,495.899998,1.885551
K258990,352.2,95.1,43.8,143.797712,491.1,2.284186
K259000,338.400001,96.9,51.599999,21.49748,486.9,2.011983
K259160,425.399999,39.3,32,110.366173,496.699999,2.871098
K259360,361.199999,68.4,44.4,98.066227,473.999999,3.268966
K259450,327.6,116.7,42.6,96.694533,486.9,9.936735
K259640,415.8,21.300001,34,56.881799,471.100001,2.676705
K259670,380.4,18.6,97.5,33.11202,496.5,2.920588
K259690,328.799999,55.799999,106.2,0.593148,490.799998,9.816
K259900,342,299.4,93.6,213.104004,735,2.220544
K259910,318.600002,300.600002,122.399998,71.393627,741.600002,2.295975
K259940,340.2,315.9,73.8,135.704863,729.9,2.955061
K259950,366.6,340.2,38.4,9.291187,745.2,2.87722
K259980,274.8,427.8,46.8,191.361498,749.4,2.523232
K260060,356.4,286.800001,88.199999,6.040126,731.4,2.462626
K260080,282,360,105,59.808785,747,3.334821
K260090,348.6,283.799999,97.200001,176.018653,729.6,2.895238
K260120,332.4,294.6,107.499999,176.542442,734.499999,4.478659
K260390,364.200001,363,6.6,90.315378,733.800001,6.436842
K260670,87.6,297,9,109.263261,393.6,2.028866
K260760,203.4,264.6,36.6,138.598145,504.6,2.49802
K260830,145.2,223.8,99.500001,104.472912,468.500001,5.037634
K260970,227.400001,182.7,69.599999,152.972285,479.7,2.241589
K261080,208.8,310.499999,55.5,107.123093,574.799999,1.961775
K261150,73.800001,212.7,135.500002,107.0918,422.000003,4.537634
K261160,81.600001,571.499999,31,107.616256,684.1,4.500658
K261400,172.199999,270.3,28.199999,107.684638,470.699998,1.810385
K261410,67.8,523.5,21,167.175053,612.3,2.328137
K261610,232.199999,388.800001,102,118.919888,723,3.227679
K261780,211.2,340.500001,40,176.81188,591.700001,5.145217
K261790,331.2,288,82.8,132.674211,702,2.19375
K261920,201.600001,306,14.399999,150.921356,522,2.055118
K261940,206.4,416.7,8.4,159.888007,631.5,2.721983
K261980,51,591,24.599999,113.624307,666.599999,1.758839
K262040,197.4,290.100001,20,149.33575,507.500001,1.893657
K262210,55.2,484.8,47.5,167.55718,587.5,3.435673
K262270,73.199999,279,96.500001,121.735058,448.7,2.769753
K262330,278.4,277.499999,87.499999,100.015056,643.399998,2.049045
K262490,201,192,69,139.794938,462,2.67052
K262530,234.6,231,23.500001,108.628096,489.100001,2.397549
K262600,322.799999,320.1,12.5,129.213429,655.399999,2.520769
K262700,64.200001,368.4,64.5,117.479076,497.100001,4.07459
K262840,88.200001,236.099999,159,158.242954,483.3,4.0275
K262870,155.4,462.899999,7.8,169.67543,626.099999,1.83607
K262920,220.2,444.6,63.500001,139.97004,728.300001,1.92672
K263110,163.199999,280.499999,16.800001,130.765998,460.499999,4.470874
K263290,226.2,218.699999,11,104.473234,455.899999,3.506923
K263350,193.8,490.8,64.2,148.19317,748.8,1.991489
K263480,91.2,479.700001,6.6,148.65862,577.500001,2.478541
K263650,115.799999,353.7,5.5,155.606678,474.999999,1.938776
K263820,115.8,467.4,21.6,116.87411,604.8,2.326154
K263900,128.400001,258.6,58.2,125.470666,445.200001,4.084404
K263910,109.8,325.8,37.8,130.271743,473.4,3.817742
K263920,286.2,257.399999,78.500001,128.713015,622.1,2.681466
K263930,133.799999,434.100001,32,149.905612,599.9,1.973355
K264080,47.399999,265.500001,58.2,102.31474,371.1,3.468224
K264110,205.2,424.2,60,178.394184,689.4,3.147945
K264140,69,268.2,13.2,113.239508,350.4,2.246154
K264190,115.2,579,44,106.484229,738.2,4.954362
K264230,177,218.100001,52,146.192162,447.100001,2.023077
K264280,326.399999,321,6.5,126.823514,653.899999,2.782553
K264300,245.400001,209.400001,160.199999,110.564301,615.000001,3.554913
K264420,48.6,218.4,84,101.354445,351,5.484375
K264440,223.199999,393,63,118.097602,679.199999,3.362376
K264720,96,427.199999,53,150.546517,576.199999,2.207663
K264750,290.4,201.3,132,162.121647,623.7,2.484861
K264780,267,282,91.2,162.851547,640.2,2.222917
K264840,193.2,423,69,173.967234,685.2,5.4816
K264960,51.6,240.300001,132,117.48254,423.900001,3.503306
K265180,144,447.599999,3,101.920541,594.599999,1.790964
K265220,108.6,487.800001,66.6,135.572883,663.000001,2.569767
K265370,150,387,30.6,156.862662,567.6,1.751852
K265440,70.2,612.9,31,112.249163,714.1,2.587319
K265570,96.600001,490.8,78,133.483634,665.400001,6.104587
K265740,106.2,315,12,110.034281,433.2,4.247059
K265800,110.399999,421.200001,88.799999,165.949948,620.399999,5.442105
K266270,119.399999,357.899999,55.8,124.55866,533.099998,3.507237
K266400,113.4,271.800001,22.800001,109.480628,408.000002,2.666667
K266560,321.6,337.5,28.800001,178.629369,687.900001,3.043805
K266620,87.599999,597.9,7.8,125.045997,693.299999,2.567778
K266740,277.8,223.8,90.599999,158.997374,592.199999,3.423121
K266850,239.4,214.5,97,148.879687,550.9,2.930319
K266890,145.2,344.399999,107,131.259879,596.599999,2.259848
K267010,67.8,424.8,63,129.56411,555.6,2.035165
K267120,84,459.899999,69.6,156.825856,613.499999,2.086735
K267160,196.8,278.4,24,161.468127,499.2,2.521212
K267280,123.6,463.500001,75,142.696927,662.100001,3.658011
K267300,277.200001,348.9,75.6,119.557756,701.700001,2.497153
K267310,36.6,457.2,44,161.723406,537.8,3.447436
K267330,230.400001,221.099998,68.400001,140.847709,519.9,4.560526
K267630,358.2,320.700001,38,100.487545,716.900001,2.19908
K267800,117.6,327.900001,36.6,134.855301,482.100001,1.840076
K267810,127.799999,344.099999,63.599999,114.905044,535.499997,3.095376
K267940,55.200001,312.3,55.200001,139.329372,422.700002,6.817742
K267950,281.4,354.6,62.4,116.393037,698.4,7.126531
K267960,243,434.399999,16.799999,133.625926,694.199998,3.922034
K268140,71.400001,258.899999,37.2,117.792117,367.5,2.987805
K268300,308.4,298.5,48.500001,116.170636,655.400001,5.958182
K268520,263.400001,238.8,30.599999,136.116578,532.8,3.62449
K268540,137.400001,412.500001,46.2,164.366747,596.100002,3.772785
K268650,75,471,36.6,115.705671,582.6,4.380451
K268680,167.399999,381.600001,30.600001,110.516088,579.600001,2.084892
K268710,321,297.9,68,138.626541,686.9,2.960776
K268730,66,403.8,79.2,136.019873,549,2.39738
K268870,345.599999,339.599999,37.8,153.230018,722.999998,5.091549
K269020,100.199999,250.199999,19.800001,116.916401,370.199999,2.068156
K269120,104.399999,293.399999,97,125.357109,494.799998,5.154167
K269280,69,361.799999,15.6,125.17946,446.399999,4.509091
K269290,94.2,314.7,135,132.384334,543.9,9.218644
K269300,212.400001,181.800001,108.500001,122.726026,502.700003,2.264414
K269350,173.4,318.899999,52,107.255022,544.299999,2.376856
K269420,225.6,306.299999,45,177.275577,576.899999,3.35407
K269430,171,320.7,138.600001,127.737171,630.300001,2.583197
K269540,36,429.299999,73,139.505735,538.299999,2.144622
K269590,318,253.500001,78.6,138.35601,650.100001,7.472414
K269610,172.8,173.099999,97.2,109.389568,443.099999,4.869231
K269650,159.599999,321.300001,37,107.82668,517.9,4.503478
K269680,145.8,274.8,42,128.874345,462.6,5.028261
K270080,136.2,388.2,57.6,146.429117,582,7.972603
K270200,195,378.3,111,127.006262,684.3,4.853191
K270210,67.8,352.2,5,109.81335,425,8.018868
K270300,244.2,235.2,30.6,143.373562,510,2.965116
K270440,262.2,186.900001,79.8,151.701827,528.900001,2.518571
K270530,131.4,178.5,50.4,104.874488,360.3,2.251875
K270680,285.6,273.6,64.2,137.495539,623.4,3.732934
K270720,309.6,300.9,10.2,163.523487,620.7,2.860369
K270840,166.2,274.8,53.400001,132.271275,494.400001,7.379104
K270880,159,222,53.4,141.488297,434.4,3.681356
K270900,67.8,230.4,99,109.034764,397.2,3.453913
K271060,99.599999,384,61.5,134.103884,545.099999,2.75303
K271100,167.399999,457.2,55.500001,173.055774,680.1,6.939796
K271130,143.4,223.499999,47,118.562584,413.899999,2.539264
K271250,93,317.400001,41,132.891676,451.400001,3.247482
K271300,163.799999,290.7,6,137.564663,460.499999,4.075221
K271310,162.600001,514.2,63.500002,175.230115,740.300003,8.919277
K271320,91.199999,502.199999,140.399999,119.816974,733.799997,3.862105
K271390,172.199999,219.6,71.4,150.672809,463.199999,7.593443
K271500,272.400001,258.3,49,160.767102,579.700001,6.167021
K271600,163.800001,185.4,51,127.294065,400.200001,3.102326
K271640,129.6,232.2,50,124.899555,411.8,3.05037
K271790,82.8,279.6,64.2,124.18543,426.6,8.364706
K271900,90.6,352.2,104.500001,169.849737,547.300001,8.687302
K271910,120,333.9,101.4,131.60798,555.3,2.804545
K272050,184.2,369.599999,19.500001,100.273099,573.3,6.164516
K272190,149.4,401.1,36.6,134.207679,587.1,3.073822
K272200,178.2,167.7,22.8,100.256774,368.7,4.788312
K272220,294.600001,266.100001,85.2,116.828403,645.900002,2.552964
K272370,235.8,239.7,28.8,145.681869,504.3,3.056364
K272400,80.399999,140.399999,147.600001,100.754089,368.399999,3.508571
K272430,309,303.3,31.800001,129.956306,644.100001,2.717722
K272470,94.8,620.4,25.8,155.671737,741,7.561224
K272720,153,231.9,43.799999,119.257546,428.699999,4.287
K272740,205.2,314.4,110.4,110.094827,630,5.943396
K272860,229.8,406.8,63.6,104.83896,700.2,3.125893
K272880,215.4,247.199999,83,130.496054,545.599999,4.96
K272900,211.8,199.8,45,106.767229,456.6,4.227778
K272910,239.4,288.9,13.199999,126.450422,541.499999,9.177966
K273100,465.6,678.3,122.499999,129.759717,1266.399999,1.890149
K273560,444,505.500001,22,162.582084,971.500001,4.833333
K273590,619.8,615.600001,35,172.480268,1270.400001,2.331009
K273650,256.2,479.1,51.6,157.175632,786.9,1.919268
K273680,246,490.8,76.5,155.380088,813.3,3.012222
K273760,230.4,494.700001,63.6,133.25316,788.700001,1.776351
K273840,427.8,717.899999,35.399999,154.932036,1181.099998,1.562302
K273870,360.6,390,19.2,140.750836,769.8,2.009922
K274010,462.6,493.8,26,167.384267,982.4,2.431683
K274080,266.400001,614.400001,40,108.35119,920.800002,3.372894
K274090,271.2,483.599999,35,149.975559,789.799999,2.947015
K274210,328.799999,688.200001,35,113.438584,1052,1.646322
K274300,344.400001,366.3,83.499999,143.612457,794.2,1.923002
K274470,115.200001,699,56.399999,116.017059,870.6,5.341104
K274860,463.8,485.699999,30.599999,142.404489,980.099998,4.188462
K274910,322.799999,473.4,85.200001,178.42986,881.4,1.998639
K274920,317.399999,390.600001,49.5,152.767857,757.5,2.139831
K275040,315.599999,417.3,108.599999,149.606305,841.499998,2.786424
K275090,314.400001,424.799999,31.200001,166.619837,770.400001,2.0544
K275350,339.6,582,23.4,144.775604,945,2.925697
K275530,535.8,490.2,90.599999,152.431235,1116.599999,2.481333
K275550,367.800001,348.3,36,101.195058,752.100001,2.08338
K275570,447,695.1,46.2,123.073746,1188.3,2.640667
K275680,317.4,486,65.4,152.071308,868.8,4.880899
K275850,290.399999,459.9,97.8,163.557485,848.099999,4.685635
K275870,445.2,425.399999,36.6,131.483505,907.199999,2.066515
K275970,316.200001,486.6,109.200001,116.987442,912.000002,1.564322
K276470,487.2,522.9,4.5,173.728923,1014.6,1.647078
K276520,355.8,443.7,3.6,115.320112,803.1,3.077011
K276590,228.6,827.7,48,129.6881,1104.3,1.733595
K276760,268.8,417.299999,84,150.430879,770.099999,3.453363
K276830,549.6,650.700001,30.6,137.142778,1230.900001,3.846563
K277140,328.800001,742.800001,43.800001,119.567394,1115.400003,2.157447
K277210,320.399999,355.5,75.600001,120.814972,751.5,2.122881
K277290,556.2,493.2,63.6,139.554114,1113,4.364706
K277310,88.2,847.2,38.400001,162.01569,973.800001,3.774419
K277320,115.8,760.8,58.2,176.446209,934.8,2.268932
K277390,360,539.4,4.5,107.55519,903.9,3.00299
K277510,601.2,707.700001,32.5,101.860656,1341.400001,2.835941
K277800,63,699,95.5,125.074953,857.5,3.811111
K277900,243,614.1,1.8,126.602494,858.9,2.346721
K277910,585.6,675.9,112.8,133.867482,1374.3,5.541532
K278000,430.2,694.2,27,105.255748,1151.4,4.394656
K278010,469.8,537,93.500001,102.368498,1100.300001,7.384564
K278120,410.399999,443.100001,59.399999,102.438597,912.899999,6.383916
K278230,382.200001,409.500001,81.6,132.823448,873.300002,3.053497
K278240,283.200001,434.4,42.499999,143.715895,760.1,2.774088
K278400,569.4,588.300001,24,121.97364,1181.700001,5.252
K278430,296.4,522.299999,81.6,164.203708,900.299999,2.000667
K278460,226.2,540.6,115.8,127.88259,882.6,3.256827
K278560,540.6,537,35,167.056891,1112.6,2.707056
K278610,619.200001,590.7,144.499999,145.855823,1354.4,3.209479
K278720,321,413.399999,46,123.747838,780.399999,2.372036
K278800,319.199999,437.7,127.800001,153.64263,884.7,6.364748
K278850,426,325.5,137.500001,155.364987,889.000001,5.487654
K278960,516.6,464.100002,115,137.638335,1095.700002,2.640241
K278990,348,414.599999,68.4,116.012336,830.999999,7.419643
K279210,437.4,365.4,97.2,138.661031,900,2.857143
K279370,336.599999,460.2,30,166.411109,826.799999,4.013592
K279450,267,481.800001,42.500001,139.589837,791.300002,4.914907
K279470,560.400001,820.500001,26.400001,146.138531,1407.300003,4.126979
K279610,523.199999,540.899999,8.5,141.228886,1072.599998,3.300308
K279720,483,532.5,60,129.046343,1075.5,3.181953
K279770,268.8,756.9,123.6,106.441166,1149.3,2.90962
K280090,72.6,645.300001,99,102.698742,816.900001,2.374709
K280180,669,648.899999,20.399999,179.245744,1338.299998,2.137859
K280230,295.8,440.4,51,100.439532,787.2,2.275145
K280340,425.4,455.7,26.4,154.165604,907.5,4.087838
K280450,321,545.4,6.6,119.976808,873,4.117925
K280500,213,588.900001,19.499999,179.775976,821.4,4.026471
K280570,286.200001,478.500001,120,173.155005,884.700002,2.423836
K280620,411,701.399999,92.399999,135.108427,1204.799998,2.35773
K280690,826.8,782.1,87.5,103.225424,1696.4,5.368354
K280740,403.2,622.500001,117.600001,173.301698,1143.300002,2.715677
K280830,615.600001,306.3,33.600001,140.72593,955.500002,1.682218
K280930,637.8,35.7,37,131.575875,710.5,2.05942
K281170,478.2,278.4,26.4,76.278237,783,2.168975
K281200,559.799999,244.500001,19,145.923016,823.3,1.983855
K281230,501,135.9,48,104.231279,684.9,2.490545
K281250,603.599999,261.300001,18.599999,60.772137,883.499999,2.343501
K281400,633,122.1,18,132.696616,773.1,2.153482
K281470,303.599999,196.2,46,162.458245,545.799999,2.70198
K281480,747.6,102.299999,36.5,88.395454,886.399999,2.183251
K281570,823.2,27.3,46,127.025462,896.5,1.796593
K281580,460.200001,77.099999,23.400001,78.203506,560.700001,2.076667
K281620,424.2,187.8,46,97.493224,658,2.043478
K281650,656.4,75,21.6,100.140804,753,2.302752
K281670,527.400001,342.3,17.4,3.135862,887.100001,2.223308
K281800,666,57.9,24.599999,128.149944,748.499999,2.275076
K281910,681,172.200001,38.4,99.096658,891.600001,2.073488
K282030,399.6,282.6,16,177.619421,698.2,2.281699
K282070,609,336.899999,34,91.867531,979.899999,2.037214
K282090,478.2,187.2,47.4,175.805841,712.8,1.677176
K282180,319.799999,190.799999,26,22.848797,536.599998,2.472811
K282260,474,240,39,108.475019,753,2.02965
K282520,441.6,206.099999,23,56.611076,670.699999,3.134112
K282820,342.599999,120,48,132.722965,510.599999,1.76069
K282920,585,162.3,16.200001,66.950657,763.500001,2.019841
K282930,574.8,156.899999,19.8,149.219321,751.499999,2.363208
K282940,570.6,397.2,19,14.499789,986.8,2.173568
K282990,338.4,161.099999,31.2,51.753089,530.699999,2.277682
K283130,567,37.8,17.4,94.219235,622.2,1.718785
K283150,779.4,93.3,40.2,19.849662,912.9,2.322901
K283200,462,302.4,34,64.245774,798.4,2.617705
K283230,456,18,26,141.131474,500,1.937984
K283260,636.6,159.900001,44,3.055779,840.500001,2.720065
K283330,541.799999,30.3,16.799999,148.028725,588.899998,1.82322
K283500,419.4,75.3,16.199999,24.10589,510.899999,2.137657
K283610,435.6,57,41.4,70.967715,534,1.867133
K283870,439.2,262.8,36,115.002614,738,2.518771
K284050,504,265.200001,5,47.484045,774.200001,2.231124
K284120,511.799999,329.4,5.4,6.258236,846.599999,3.68087
K284320,427.8,248.1,9.599999,130.466835,685.499999,2.102761
K284750,484.8,253.8,3.5,86.344372,742.1,2.157267
K284840,482.4,141.6,16.800001,47.788658,640.800001,1.815297
K284870,309,288.3,18.599998,120.005365,615.899998,2.032673
K284970,672.6,144.6,28,134.26974,845.2,2.235979
K285010,564.600001,250.2,20.4,31.29037,835.200001,2.651429
K285050,471,298.2,32.4,56.494912,801.6,2.689933
K285270,298.8,235.8,33,73.986787,567.6,2.217188
K285290,372.599999,231.3,13.2,141.991382,617.099999,2.539506
K285540,498.6,123.9,40.2,96.11405,662.7,1.748549
K285720,490.199999,189.9,42.6,171.537092,722.699999,2.696642
K285780,707.399999,199.500001,9,40.13422,915.9,2.134965
K285800,594,212.7,12,161.284675,818.7,2.171618
K285870,438,92.1,24,150.6933,554.1,2.270902
K285920,464.399999,267.299999,6,40.022482,737.699998,2.597535
K285960,570.6,286.5,7,143.303154,864.1,2.979655
K286200,643.8,58.2,41.4,162.524959,743.4,2.36
K286380,739.8,91.2,34.8,87.867062,865.8,2.473714
K286400,365.4,144.3,26,157.34248,535.7,2.092578
K286440,595.2,32.699999,13.5,174.868068,641.399999,1.908929
K286530,341.4,316.800001,7,47.846409,665.200001,2.285911
K286690,548.399999,292.799999,26.399999,45.794207,867.599997,2.105825
K286740,631.200001,55.5,45.6,61.626107,732.300001,1.735308
K286810,744.6,48,9.6,179.282043,802.2,2.596117
K286940,442.2,80.699999,33,71.969234,555.899999,2.470667
K286950,408.6,127.2,17.4,85.352883,553.2,2.634286
K287100,394.8,184.5,27,51.834793,606.3,1.578906
K287110,415.2,133.5,21,19.788673,569.7,2.216732
K287160,410.400001,162.899999,49.199999,135.259388,622.499999,2.340226
K287200,743.4,20.1,29,81.888602,792.5,2.598361
K287270,375,342.600001,18.600001,102.310612,736.200002,3.257522
K287440,514.8,266.7,47,53.242456,828.5,2.565015
K287650,526.8,328.2,47.400002,157.507039,902.400002,1.895798
K287840,790.8,30,28.8,165.155893,849.6,1.646512
K287870,427.199999,35.100001,39.6,89.907755,501.9,1.930385
K287910,387,108.899999,28.8,152.008474,524.699999,1.860638
K287970,460.2,269.1,49.2,66.086375,778.5,4.033679
K288010,473.399999,200.399999,41.399999,54.727304,715.199997,2.299678
K288090,345,246,30.599999,41.46131,621.599999,2.600837
K288410,360,193.799999,22.200001,150.859872,576,3.64557
K288450,404.400001,286.8,45,55.481634,736.200001,1.854408
K288500,604.2,251.4,43.8,57.998084,899.4,2.90129
K288940,367.799999,340.799999,4.8,122.916337,713.399998,2.66194
K289020,346.800001,187.199999,34.5,3.773055,568.5,3.947917
K289130,471,380.699999,13,84.542078,864.699999,2.228608
K289180,352.800001,194.1,48.6,29.36303,595.500001,2.420732
K289240,387.6,134.7,15.6,13.109756,537.9,1.97033
K289310,495,146.7,5.4,106.181709,647.1,1.886589
K289480,403.2,290.7,34.8,159.824747,728.7,2.041176
K289720,453.6,157.199999,27,57.508276,637.799999,2.336264
K289760,570.600001,47.7,20.4,49.233719,638.700001,2.040575
K289900,461.399999,94.5,6.6,46.724858,562.499999,1.598011
K289940,536.400001,67.2,31.8,79.772124,635.400001,1.8
K290320,520.2,105.3,37.2,164.7509,662.7,1.73937
K290430,533.4,159,26,163.975945,718.4,2.494444
K290470,387.600001,311.399999,38.399999,77.509781,737.399999,3.234211
K290600,666.599999,111.300001,25.8,131.262824,803.7,1.754803
K290660,662.4,169.5,10.2,61.783211,842.1,2.1
K290670,491.4,150,11.5,90.826276,652.9,3.184878
K290790,661.800001,84.3,16.2,116.470889,762.300001,1.536895
K290800,415.2,90.9,34.2,167.927487,540.3,2.299149
K290920,691.200001,136.500001,17,31.144365,844.700002,2.724839
K290930,404.4,343.8,25.8,175.669145,774,2.650685
K290990,445.8,91.500001,22.2,10.480701,559.500001,2.034545
K291080,579,205.8,16.2,131.031723,801,1.862791
K291300,579.600001,364.8,39,177.716256,983.400001,1.834701
K291320,590.4,354.6,27.6,17.611697,972.6,2.449874
K291400,538.8,38.7,33,32.002449,610.5,2.055556
K291430,327,169.2,34.2,104.318263,530.4,2.113147
K291470,554.400001,248.400001,11.5,153.783341,814.300002,2.313352
K291730,585,230.7,29.4,83.229983,845.1,2.726129
K291790,493.2,173.700001,33.600001,160.32764,700.500002,1.883065
K291800,339.6,193.8,9,65.348779,542.4,1.994118
K291940,650.4,210.9,9.6,20.822182,870.9,2.044366
K292180,540,327,33.599999,11.2922,900.599999,2.453951
K292310,645.6,52.200002,2.4,71.512129,700.200002,3.211927
K292320,647.400001,264.599999,34,28.724744,946,2.993671
K292380,645.6,72.3,11.4,124.025292,729.3,4.961224
K292620,297.599999,223.5,38.400001,1.994711,559.5,7.560811
K292720,619.2,43.8,25.2,41.911416,688.2,5.213636
K292820,634.199999,279,39.499998,159.052242,952.699997,4.580288
K292900,635.399999,51.9,38,26.340296,725.299999,5.412687
K292910,532.199999,298.500002,20,79.557728,850.700001,3.559414
K293180,282.6,207.900001,27,16.709042,517.500001,3.36039
K293320,423,81.3,27,42.45848,531.3,4.70177
K293500,615,30.3,12.500002,62.491502,657.800002,3.938922
K293570,328.8,278.4,25.5,171.667615,632.7,4.135294
K294050,334.2,206.1,20.4,116.596697,560.7,2.695673
K294450,585,100.500001,48,11.228469,733.500001,3.509569
K294530,667.2,283.499999,27.6,71.115814,978.299999,3.691698
K294580,639.6,248.4,36.500001,21.144689,924.500001,2.784639
K294750,578.400001,267,43.8,95.991198,889.200001,3.446512
K294920,331.199999,280.500001,30,65.918827,641.7,4.551064
K295010,749.4,136.2,16.8,0.408968,902.4,3.354647
K295040,578.400001,368.7,11.4,112.816447,958.500001,4.586124
K295050,490.8,337.8,30,66.616898,858.6,3.099639
K295410,597.6,172.5,46.199999,104.933427,816.299999,3.080377
K295450,504.6,357,15,6.029758,876.6,3.410895
K295590,536.4,115.2,48.5,153.389781,700.1,6.482407
K295620,447,62.699999,34,118.652228,543.699999,3.398125
K295730,523.2,162,6,104.020568,691.2,4.459355
K295770,471,57.300001,6.6,12.977383,534.900001,5.571875
K295790,540,249.299999,6.6,66.761891,795.899999,4.421667
K295930,798.6,110.1,15,87.482427,923.7,3.930638
K295950,726,102.3,25,123.344916,853.3,3.22
K296060,528,431.100001,21,8.321003,980.100001,2.163576
K296090,529.8,119.699999,31.8,82.275599,681.299999,5.009559
K296160,664.8,48.3,33.5,62.987411,746.6,2.93937
K296610,504.6,240,25,91.040015,769.6,3.613146
K296620,422.399999,119.700001,7.2,139.739828,549.3,3.86831
K296730,354,116.7,37,157.897691,507.7,3.095732
K296780,523.799999,147.9,20.4,53.963396,692.099999,4.465161
K296790,456.6,61.200001,43.499999,143.035514,561.3,4.967257
K296800,373.200001,176.1,46,91.500827,595.300001,2.932512
K297010,781.2,78.9,33.599999,125.629668,893.699999,8.848515
K297380,586.8,47.700001,12.6,105.679899,647.100001,7.703571
K297640,427.800001,53.4,35.4,4.765705,516.600001,4.415385
K297770,424.800001,165,31.5,168.193153,621.300001,2.655128
K297810,472.200001,225.300001,39,140.492286,736.500002,3.981081
K297880,759.599999,145.500002,35.400001,37.110779,940.500002,6.815217
K297970,378.6,125.1,43,93.065896,546.7,3.215882
K298140,450.599999,58.2,26.400001,24.17443,535.2,4.694737
K298300,363.6,265.800001,30.6,81.05268,660.000001,4.42953
K298370,567.600001,73.800001,26.4,49.734969,667.800002,2.853846
K298420,384,303,32.4,84.058206,719.4,4.893878
K298530,585.6,107.4,21,19.58768,714,5.852459
K298600,445.799999,176.1,23,61.798632,644.899999,3.208458
K298730,308.4,153,48,47.45964,509.4,3.691304
K298840,735.599999,180.300001,31.5,171.477635,947.4,4.406512
K298920,648,170.4,11.4,33.896047,829.8,3.131321
K298950,300.6,193.8,20.5,98.21552,514.9,4.857547
K298970,376.8,337.2,39.500001,116.530233,753.500001,2.943359
K299190,549,24,45.599999,37.492066,618.599999,8.139474
K299300,355.8,237,35.399998,56.402321,628.199998,3.652326
K299340,444,203.399999,14,13.701753,661.399999,5.701724
K299370,367.799999,324.599999,27.599999,43.260647,719.999997,3.913043
K299460,313.2,190.2,14.4,47.319323,517.8,6.02093
K299500,520.199999,41.100001,24,64.563768,585.3,3.70443
K299580,644.399999,137.7,38,178.640564,820.099999,6.357364
